time,gFx,gFy,gFz,TgF
4.657981506,0.7345,0.3788,-0.0523,0.828
4.660802965,0.7336,0.3808,-0.0479,0.828
4.663928225,0.7336,0.3861,-0.0299,0.829
4.66566583,0.7326,0.3885,-0.0186,0.829
4.66824833,0.7428,0.3934,-0.0157,0.841
4.671112966,0.7512,0.4036,-0.0162,0.853
4.673478591,0.7570,0.4157,0.0004,0.864
4.675717081,0.7609,0.4279,0.0077,0.873
4.678545883,0.7673,0.4391,0.0145,0.884
4.681162654,0.7824,0.4542,0.0238,0.905
4.684067134,0.7937,0.4716,0.0248,0.924
4.686419686,0.8123,0.4969,0.0273,0.953
4.688996092,0.8396,0.5236,0.0296,0.990
4.691524218,0.8553,0.5499,0.0389,1.018
4.694119791,0.8778,0.5800,0.0516,1.053
4.696006301,0.9028,0.6131,0.0511,1.092
4.698536093,0.9194,0.6345,0.0551,1.118
4.701292187,0.9438,0.6578,0.0628,1.152
4.703564063,0.9624,0.6811,0.0706,1.181
4.706115209,0.9854,0.6991,0.0750,1.211
4.708632449,0.9971,0.7152,0.0760,1.229
4.71133823,1.0118,0.7293,0.0750,1.249
4.71463797,1.0235,0.7356,0.0775,1.263
4.716319324,1.0377,0.7385,0.0623,1.275
4.718819429,1.0416,0.7443,0.0614,1.282
4.721359221,1.0524,0.7429,0.0623,1.290
4.724460627,1.0534,0.7370,0.0526,1.287
4.726901044,1.0554,0.7322,0.0414,1.285
4.729505888,1.0583,0.7200,0.0238,1.280
4.732048597,1.0602,0.7079,0.0116,1.275
4.734533128,1.0539,0.6933,0.0004,1.261
4.736433545,1.0494,0.6743,-0.0206,1.248
4.738968285,1.0460,0.6457,-0.0323,1.230
4.741841879,1.0357,0.6262,-0.0440,1.211
4.744819692,1.0265,0.5970,-0.0592,1.189
4.746605786,1.0123,0.5689,-0.0601,1.163
4.749217661,0.9991,0.5412,-0.0665,1.138
4.751758703,0.9849,0.5174,-0.0742,1.115
4.754259953,0.9678,0.4945,-0.0680,1.089
4.756710578,0.9521,0.4731,-0.0650,1.065
4.759191412,0.9355,0.4473,-0.0670,1.039
4.761938548,0.9213,0.4284,-0.0772,1.019
4.765107975,0.8998,0.4094,-0.0772,0.992
4.767589329,0.8817,0.3987,-0.0801,0.971
4.770040996,0.8607,0.3841,-0.0899,0.947
4.772779799,0.8440,0.3729,-0.0870,0.927
4.774473393,0.8255,0.3560,-0.0982,0.904
4.776904487,0.8005,0.3530,-0.1002,0.881
4.779428601,0.7878,0.3395,-0.1084,0.865
4.782679227,0.7688,0.3375,-0.1041,0.846
4.784755164,0.7512,0.3326,-0.1031,0.828
4.787019019,0.7419,0.3263,-0.1002,0.817
4.789582352,0.7257,0.3253,-0.1006,0.802
4.792364332,0.7155,0.3195,-0.0972,0.790
4.794829957,0.7116,0.3176,-0.0923,0.785
4.797235218,0.7091,0.3214,-0.0909,0.784
4.799676885,0.7057,0.3219,-0.0938,0.781
4.802550427,0.6959,0.3219,-0.0835,0.771
4.805503448,0.6954,0.3205,-0.0782,0.770
4.807905636,0.6905,0.3181,-0.0714,0.764
4.810420115,0.6886,0.3205,-0.0689,0.763
4.813003501,0.6925,0.3209,-0.0611,0.766
4.815028605,0.6949,0.3229,-0.0562,0.768
4.817413918,0.7018,0.3268,-0.0440,0.775
4.819970637,0.7072,0.3278,-0.0362,0.780
4.822595325,0.7179,0.3380,-0.0299,0.794
4.825663241,0.7311,0.3462,-0.0196,0.809
4.827542773,0.7414,0.3564,-0.0040,0.823
4.830095377,0.7531,0.3759,0.0033,0.842
4.832593815,0.7600,0.3968,0.0062,0.857
4.835227305,0.7727,0.4143,0.0067,0.877
4.837628347,0.7908,0.4352,0.0175,0.903
4.840144858,0.7991,0.4668,0.0155,0.926
4.84270892,0.8157,0.4935,0.0199,0.954
4.846066004,0.8284,0.5212,0.0257,0.979
4.848430171,0.8460,0.5562,0.0394,1.013
4.850946317,0.8666,0.5873,0.0467,1.048
4.853554078,0.8949,0.6194,0.0482,1.089
4.855383244,0.9150,0.6393,0.0726,1.119
4.859626474,0.9350,0.6617,0.0785,1.148
4.86064887,0.9512,0.6773,0.0940,1.171
4.86351611,0.9688,0.6909,0.1014,1.194
4.865629495,0.9849,0.7011,0.1019,1.213
4.868028506,0.9976,0.7064,0.0999,1.226
4.871273506,1.0157,0.7122,0.0878,1.244
4.873009757,1.0309,0.7089,0.0878,1.254
4.875725486,1.0382,0.7030,0.0790,1.256
4.878155799,1.0495,0.7006,0.0648,1.264
4.880999497,1.0529,0.6885,0.0487,1.259
4.883830226,1.0558,0.6768,0.0345,1.255
4.886421633,1.0607,0.6622,0.0199,1.251
4.888857987,1.0602,0.6418,0.0067,1.239
4.891461581,1.0534,0.6238,-0.0079,1.224
4.894035644,1.0485,0.5985,-0.0152,1.207
4.895995384,1.0373,0.5796,-0.0191,1.188
4.898439863,1.0245,0.5591,-0.0230,1.167
4.901185749,1.0152,0.5387,-0.0289,1.150
4.904264708,1.0064,0.5174,-0.0294,1.132
4.906074187,0.9903,0.4989,-0.0323,1.109
4.908585906,0.9790,0.4804,-0.0284,1.091
4.911539813,0.9600,0.4595,-0.0313,1.065
4.913540386,0.9409,0.4449,-0.0309,1.041
4.916099396,0.9189,0.4269,-0.0387,1.014
4.918611115,0.8954,0.4124,-0.0479,0.987
4.921387001,0.8817,0.3948,-0.0450,0.967
4.924328251,0.8539,0.3783,-0.0523,0.935
4.926941741,0.8279,0.3711,-0.0582,0.909
4.929411846,0.8074,0.3613,-0.0724,0.887
4.93190794,0.7854,0.3589,-0.0747,0.867
4.934516638,0.7727,0.3511,-0.0850,0.853
4.936333878,0.7624,0.3423,-0.0943,0.841
4.938830805,0.7492,0.3443,-0.0967,0.830
4.941939555,0.7404,0.3395,-0.0982,0.820
4.944590285,0.7331,0.3390,-0.0992,0.814
4.946610962,0.7321,0.3409,-0.1065,0.815
4.949014973,0.7296,0.3390,-0.1021,0.811
4.952111639,0.7282,0.3409,-0.0982,0.810
4.95469164,0.7267,0.3390,-0.0923,0.807
4.9566144,0.7252,0.3467,-0.0914,0.809
4.959171276,0.7292,0.3482,-0.0894,0.813
4.961944974,0.7365,0.3506,-0.0806,0.820
4.964775703,0.7399,0.3525,-0.0772,0.823
4.967342318,0.7438,0.3516,-0.0680,0.826
4.969857579,0.7497,0.3632,-0.0596,0.835
4.974177735,0.7619,0.3657,-0.0562,0.847
4.974478517,0.7702,0.3773,-0.0469,0.859
4.97698284,0.7864,0.3924,-0.0420,0.880
4.97959883,0.7893,0.4080,-0.0318,0.889
4.982475549,0.8025,0.4313,-0.0269,0.911
4.984585757,0.8176,0.4493,-0.0177,0.933
4.987004768,0.8284,0.4760,-0.0040,0.955
4.989425341,0.8465,0.5067,0.0048,0.987
4.992260185,0.8607,0.5319,0.0077,1.012
4.994704456,0.8803,0.5547,0.0219,1.041
4.997097269,0.9008,0.5825,0.0331,1.073
4.999572113,0.9150,0.6029,0.0404,1.097
5.002722582,0.9301,0.6277,0.0536,1.123
5.005415916,0.9517,0.6437,0.0574,1.150
5.00784701,0.9649,0.6578,0.0594,1.169
5.010433781,0.9825,0.6719,0.0755,1.193
5.012871073,0.9922,0.6811,0.0838,1.206
5.014889042,1.0010,0.6938,0.0785,1.220
5.017300396,1.0064,0.6947,0.0824,1.226
5.019789302,1.0182,0.6894,0.0799,1.232
5.022577897,1.0226,0.6889,0.0765,1.235
5.025073001,1.0211,0.6811,0.0702,1.229
5.027614147,1.0211,0.6729,0.0570,1.224
5.029966804,1.0177,0.6559,0.0497,1.212
5.032548783,1.0206,0.6481,0.0326,1.209
5.035232012,1.0182,0.6286,0.0170,1.197
5.038010242,1.0123,0.6102,0.0018,1.182
5.040090138,1.0005,0.5970,0.0062,1.165
5.043208628,0.9893,0.5766,-0.0040,1.145
5.045863159,0.9756,0.5514,-0.0060,1.121
5.04844592,0.9649,0.5310,-0.0206,1.101
5.050889201,0.9473,0.5037,-0.0186,1.073
5.053357223,0.9292,0.4833,-0.0255,1.048
5.055267848,0.9081,0.4624,-0.0265,1.019
5.057875973,0.8915,0.4449,-0.0343,0.997
5.060446442,0.8744,0.4284,-0.0367,0.974
5.062790609,0.8593,0.4177,-0.0426,0.956
5.06548962,0.8402,0.3992,-0.0504,0.932
5.068168526,0.8250,0.3943,-0.0548,0.916
5.070732433,0.8123,0.3846,-0.0611,0.901
5.073126599,0.8010,0.3744,-0.0733,0.887
5.075804256,0.7878,0.3667,-0.0684,0.872
5.078093319,0.7780,0.3584,-0.0645,0.859
5.081197694,0.7722,0.3604,-0.0733,0.855
5.083839205,0.7727,0.3564,-0.0709,0.854
5.086254622,0.7688,0.3520,-0.0709,0.848
5.088847851,0.7678,0.3535,-0.0806,0.849
5.091342383,0.7629,0.3535,-0.0733,0.844
5.09383431,0.7634,0.3497,-0.0694,0.843
5.095694779,0.7639,0.3569,-0.0840,0.847
5.09838056,0.7678,0.3627,-0.0855,0.853
5.101216498,0.7673,0.3652,-0.0845,0.854
5.104002488,0.7658,0.3706,-0.0801,0.855
5.105871551,0.7653,0.3744,-0.0772,0.855
5.108534207,0.7678,0.3817,-0.0772,0.861
5.111326968,0.7702,0.3905,-0.0719,0.867
5.113455249,0.7756,0.3929,-0.0596,0.871
5.116012177,0.7795,0.4002,-0.0557,0.878
5.11852051,0.7839,0.4119,-0.0582,0.887
5.121552802,0.7937,0.4245,-0.0455,0.901
5.124504469,0.7976,0.4376,-0.0387,0.911
5.126872803,0.8074,0.4517,-0.0279,0.926
5.129278532,0.8142,0.4736,-0.0142,0.942
5.131728168,0.8275,0.4945,-0.0152,0.964
5.134303897,0.8392,0.5096,-0.0075,0.982
5.136376606,0.8509,0.5338,0.0082,1.005
5.138720616,0.8641,0.5577,0.0062,1.028
5.14151421,0.8744,0.5781,0.0145,1.048
5.14441869,0.8930,0.6034,0.0243,1.078
5.146287336,0.9028,0.6194,0.0272,1.095
5.148999159,0.9145,0.6330,0.0365,1.113
5.152739368,0.9301,0.6554,0.0492,1.139
5.154591451,0.9336,0.6636,0.0482,1.146
5.156453691,0.9463,0.6724,0.0531,1.162
5.158960358,0.9590,0.6719,0.0584,1.172
5.161994108,0.9658,0.6802,0.0677,1.183
5.164613692,0.9707,0.6748,0.0628,1.184
5.166840775,0.9771,0.6680,0.0604,1.185
5.169774474,0.9781,0.6636,0.0560,1.183
5.172335516,0.9771,0.6481,0.0545,1.174
5.174901141,0.9771,0.6462,0.0526,1.173
5.176652026,0.9800,0.6306,0.0394,1.166
5.179203381,0.9771,0.6160,0.0209,1.155
5.18190536,0.9741,0.6014,0.0218,1.145
5.185350725,0.9712,0.5854,0.0101,1.134
5.186852809,0.9673,0.5684,-0.0060,1.122
5.189539215,0.9595,0.5529,-0.0065,1.107
5.191951351,0.9551,0.5324,-0.0152,1.094
5.194592653,0.9443,0.5130,-0.0338,1.075
5.196924997,0.9306,0.4965,-0.0269,1.055
5.199534529,0.9209,0.4814,-0.0328,1.040
5.202026091,0.9086,0.4634,-0.0309,1.020
5.204544633,0.8969,0.4498,-0.0406,1.004
5.207371873,0.8788,0.4318,-0.0392,0.980
5.210334894,0.8637,0.4206,-0.0377,0.961
5.212839478,0.8544,0.4085,-0.0397,0.948
5.214922499,0.8387,0.3987,-0.0450,0.930
5.217915833,0.8201,0.3890,-0.0484,0.909
5.220070781,0.8094,0.3808,-0.0484,0.896
5.222866406,0.7927,0.3759,-0.0587,0.879
5.224909531,0.7815,0.3676,-0.0572,0.866
5.227316042,0.7727,0.3604,-0.0567,0.854
5.23008724,0.7741,0.3530,-0.0562,0.853
5.232461355,0.7662,0.3476,-0.0596,0.844
5.235078855,0.7643,0.3428,-0.0708,0.841
5.237534741,0.7599,0.3458,-0.0694,0.838
5.23997922,0.7560,0.3409,-0.0694,0.832
5.242647606,0.7472,0.3365,-0.0708,0.823
5.245699846,0.7516,0.3389,-0.0708,0.827
5.248157971,0.7511,0.3409,-0.0757,0.828
5.252134117,0.7496,0.3418,-0.0821,0.828
5.253412451,0.7491,0.3472,-0.0786,0.829
5.255445055,0.7511,0.3496,-0.0855,0.833
5.25787042,0.7550,0.3496,-0.0816,0.836
5.26016542,0.7579,0.3574,-0.0738,0.841
5.262826983,0.7599,0.3647,-0.0694,0.846
5.265409119,0.7716,0.3797,-0.0654,0.862
5.267742452,0.7790,0.3861,-0.0596,0.871
5.270372973,0.7814,0.3934,-0.0532,0.876
5.272926099,0.7858,0.4089,-0.0445,0.887
5.275570838,0.8000,0.4259,-0.0367,0.907
5.277890005,0.8102,0.4439,-0.0230,0.924
5.280916933,0.8249,0.4687,-0.0113,0.949
5.283925266,0.8415,0.4891,-0.0020,0.973
5.286304694,0.8513,0.5120,0.0038,0.993
5.288841308,0.8665,0.5372,0.0092,1.020
5.29135058,0.8846,0.5596,0.0155,1.047
5.293719121,0.9022,0.5776,0.0224,1.072
5.295642142,0.9213,0.6005,0.0400,1.100
5.298123393,0.9423,0.6184,0.0434,1.128
5.301118289,0.9623,0.6330,0.0531,1.153
5.303908341,0.9785,0.6471,0.0541,1.174
5.305748081,0.9897,0.6612,0.0585,1.192
5.308243915,1.0059,0.6665,0.0678,1.209
5.312120009,1.0181,0.6777,0.0658,1.225
5.313392769,1.0303,0.6797,0.0614,1.236
5.316064749,1.0420,0.6884,0.0585,1.250
5.318438863,1.0459,0.6879,0.0541,1.253
5.321264645,1.0523,0.6908,0.0487,1.260
5.324137822,1.0601,0.6874,0.0400,1.264
5.326671885,1.0631,0.6806,0.0317,1.263
5.329155115,1.0601,0.6757,0.0238,1.257
5.332711886,1.0582,0.6641,0.0155,1.249
5.334254646,1.0562,0.6544,0.0107,1.243
5.336161574,1.0577,0.6432,0.0063,1.238
5.338692043,1.0464,0.6277,-0.0054,1.220
5.341309595,1.0352,0.6140,-0.0123,1.204
5.344455793,1.0244,0.5990,-0.0123,1.187
5.346328502,1.0112,0.5732,-0.0240,1.163
5.348894179,1.0005,0.5518,-0.0249,1.143
5.351603242,0.9780,0.5363,-0.0337,1.116
5.354807878,0.9550,0.5158,-0.0332,1.086
5.35637569,0.9340,0.4935,-0.0381,1.057
5.358857774,0.9105,0.4745,-0.0362,1.027
5.362020066,0.8909,0.4609,-0.0396,1.004
5.366702983,0.8723,0.4419,-0.0489,0.979
5.367156681,0.8494,0.4284,-0.0518,0.953
5.369855483,0.8298,0.4118,-0.0601,0.928
5.3724284,0.8200,0.4031,-0.0679,0.916
5.374762567,0.8019,0.3938,-0.0703,0.896
5.376701682,0.7809,0.3807,-0.0796,0.872
5.379127932,0.7731,0.3764,-0.0826,0.864
5.381969495,0.7579,0.3667,-0.0811,0.846
5.384963297,0.7408,0.3593,-0.0869,0.828
5.386717777,0.7335,0.3560,-0.0845,0.820
5.389311943,0.7212,0.3506,-0.0840,0.806
5.391921423,0.7163,0.3428,-0.0889,0.799
5.394504652,0.7070,0.3355,-0.0849,0.787
5.396876632,0.7007,0.3282,-0.0854,0.778
5.39940434,0.6943,0.3297,-0.0811,0.773
5.402153663,0.6841,0.3297,-0.0752,0.763
5.405111633,0.6826,0.3331,-0.0801,0.764
5.40763356,0.6743,0.3253,-0.0767,0.753
5.410144237,0.6723,0.3277,-0.0752,0.752
5.412782519,0.6753,0.3272,-0.0640,0.753
5.414803769,0.6684,0.3268,-0.0571,0.746
5.417146009,0.6689,0.3258,-0.0435,0.745
5.41964528,0.6748,0.3229,-0.0406,0.749
5.42267278,0.6665,0.3282,-0.0274,0.743
5.424848614,0.6674,0.3312,-0.0147,0.745
5.427232676,0.6831,0.3438,0.0092,0.765
5.429768041,0.6889,0.3530,0.0122,0.774
5.432435698,0.6909,0.3632,0.0053,0.781
5.435061115,0.6982,0.3710,0.0165,0.791
5.437432417,0.6914,0.3759,0.0268,0.787
5.439940438,0.6376,0.3812,0.0985,0.749
5.442680855,0.6929,0.3943,0.0014,0.797
5.445610178,0.7251,0.4113,-0.0645,0.836
5.448143199,0.7398,0.4250,-0.0298,0.854
5.450732575,0.7834,0.4449,0.0014,0.901
5.453323356,0.8220,0.4823,0.0321,0.954
5.455210856,0.8606,0.5188,0.0585,1.007
5.457643357,0.9007,0.5557,0.0663,1.060
5.460140648,0.9399,0.5917,0.0707,1.113
5.463928618,0.9584,0.6218,0.0668,1.144
5.465257836,0.9848,0.6578,0.0521,1.185
5.467757576,1.0005,0.6841,0.0419,1.213
5.470263202,1.0156,0.7045,0.0453,1.237
5.472851171,1.0337,0.7224,0.0531,1.262
5.475461275,1.0440,0.7341,0.0536,1.277
5.477856536,1.0611,0.7428,0.0570,1.297
5.481054036,1.0763,0.7448,0.0624,1.310
5.482945338,1.0890,0.7496,0.0531,1.323
5.48626388,1.0948,0.7428,0.0546,1.324
5.488706745,1.0992,0.7380,0.0453,1.325
5.491193204,1.1036,0.7278,0.0346,1.322
5.493764871,1.0973,0.7117,0.0194,1.308
5.495868985,1.0973,0.6996,0.0068,1.301
5.498104663,1.0880,0.6879,-0.0084,1.287
5.500871902,1.0772,0.6660,-0.0303,1.267
5.503555444,1.0635,0.6456,-0.0401,1.245
5.505618778,1.0484,0.6228,-0.0522,1.221
5.508160445,1.0371,0.5961,-0.0606,1.198
5.511117476,1.0225,0.5664,-0.0630,1.171
5.513378518,1.0049,0.5426,-0.0591,1.144
5.516138414,0.9839,0.5178,-0.0562,1.113
5.518374404,0.9623,0.4925,-0.0542,1.082
5.521224873,0.9438,0.4702,-0.0518,1.056
5.524031644,0.9222,0.4512,-0.0542,1.028
5.526537426,0.9026,0.4294,-0.0596,1.001
5.529158989,0.8782,0.4113,-0.0586,0.972
5.531628728,0.8533,0.3914,-0.0684,0.941
5.534227166,0.8259,0.3851,-0.0723,0.914
5.53602201,0.8063,0.3773,-0.0713,0.893
5.538630135,0.7887,0.3671,-0.0752,0.873
5.541366177,0.7697,0.3623,-0.0840,0.855
5.545191282,0.7520,0.3564,-0.0869,0.837
5.546207792,0.7378,0.3516,-0.0859,0.822
5.548697636,0.7261,0.3506,-0.0893,0.811
5.551500814,0.7183,0.3433,-0.0942,0.802
5.553956647,0.7129,0.3418,-0.0903,0.796
5.556298731,0.7075,0.3418,-0.0835,0.790
5.558869669,0.7061,0.3360,-0.0752,0.786
5.561633367,0.7007,0.3345,-0.0747,0.780
5.563872846,0.6992,0.3316,-0.0811,0.778
5.566499044,0.6953,0.3350,-0.0825,0.776
5.568882274,0.6968,0.3355,-0.0796,0.777
5.571382326,0.7017,0.3370,-0.0752,0.782
5.573994931,0.6973,0.3389,-0.0684,0.778
5.576442483,0.6982,0.3428,-0.0650,0.781
5.579032067,0.7002,0.3452,-0.0650,0.783
5.581772952,0.7105,0.3525,-0.0557,0.795
5.584247067,0.7281,0.3627,-0.0435,0.815
5.586694984,0.7354,0.3705,-0.0386,0.824
5.589144515,0.7442,0.3754,-0.0342,0.834
5.592190766,0.7515,0.3836,-0.0288,0.844
5.594353006,0.7554,0.4011,-0.0166,0.855
5.59674061,0.7682,0.4133,-0.0108,0.872
5.599325246,0.7829,0.4279,-0.0025,0.892
5.602206444,0.7961,0.4449,0.0063,0.912
5.605065142,0.8098,0.4726,0.0092,0.938
5.607622434,0.8337,0.5008,0.0122,0.973
5.610203059,0.8611,0.5358,0.0243,1.014
5.612629362,0.8929,0.5650,0.0297,1.057
5.614691966,0.9198,0.5917,0.0424,1.094
5.617041185,0.9472,0.6218,0.0468,1.134
5.619508998,0.9667,0.6456,0.0502,1.164
5.622687227,0.9863,0.6617,0.0585,1.189
5.62471254,0.9990,0.6816,0.0663,1.211
5.627100717,1.0171,0.6913,0.0722,1.232
5.629686342,1.0337,0.7001,0.0756,1.251
5.632334416,1.0503,0.7122,0.0761,1.271
5.634839833,1.0626,0.7152,0.0717,1.283
5.637221031,1.0684,0.7132,0.0800,1.287
5.639857906,1.0763,0.7147,0.0614,1.293
5.642902854,1.0807,0.7108,0.0521,1.294
5.645522906,1.0807,0.7050,0.0405,1.291
5.648084157,1.0782,0.7010,0.0229,1.286
5.65055973,1.0802,0.6836,0.0122,1.278
5.65300723,1.0782,0.6680,-0.0030,1.268
5.655255043,1.0635,0.6520,-0.0108,1.248
5.657427283,1.0596,0.6242,-0.0196,1.230
5.660023845,1.0503,0.6068,-0.0264,1.213
5.662662648,1.0327,0.5805,-0.0352,1.185
5.66523395,1.0200,0.5479,-0.0411,1.159
5.667618742,1.0059,0.5280,-0.0406,1.137
5.67008994,0.9839,0.5037,-0.0386,1.106
5.67275218,0.9565,0.4770,-0.0420,1.070
5.675561659,0.9359,0.4561,-0.0488,1.042
5.67774291,0.9129,0.4361,-0.0474,1.013
5.680406295,0.8909,0.4191,-0.0537,0.986
5.68274515,0.8743,0.4094,-0.0596,0.967
5.685975046,0.8474,0.3899,-0.0571,0.935
5.688473171,0.8254,0.3792,-0.0698,0.911
5.691041921,0.8073,0.3734,-0.0757,0.893
5.693703224,0.7887,0.3613,-0.0933,0.873
5.695602599,0.7691,0.3530,-0.0952,0.852
5.698006766,0.7496,0.3540,-0.0977,0.835
5.701027183,0.7403,0.3428,-0.0889,0.821
5.703049058,0.7271,0.3326,-0.0874,0.804
5.705717183,0.7158,0.3316,-0.0918,0.794
5.709976246,0.7036,0.3248,-0.0947,0.781
5.71078583,0.6992,0.3229,-0.0996,0.777
5.713334059,0.6982,0.3161,-0.0937,0.772
5.715880882,0.6977,0.3127,-0.0879,0.770
5.71844406,0.6885,0.3141,-0.0849,0.761
5.721104685,0.6875,0.3131,-0.0825,0.760
5.724774112,0.6909,0.3136,-0.0777,0.763
5.726419269,0.6963,0.3088,-0.0718,0.765
5.729008748,0.6943,0.3141,-0.0654,0.765
5.731521873,0.6982,0.3156,-0.0615,0.769
5.734126665,0.7061,0.3190,-0.0542,0.777
5.736035728,0.7134,0.3200,-0.0478,0.783
5.73846302,0.7212,0.3287,-0.0372,0.793
5.741288906,0.7334,0.3476,-0.0264,0.812
5.744426302,0.7574,0.3715,-0.0191,0.844
5.746170625,0.7701,0.3827,-0.0123,0.860
5.748609271,0.7765,0.4021,-0.0137,0.875
5.751485521,0.7804,0.4177,-0.0156,0.885
5.754250261,0.7912,0.4381,-0.0069,0.904
5.75629224,0.8024,0.4619,0.0048,0.926
5.758687084,0.8171,0.4906,0.0112,0.953
5.761515053,0.8430,0.5227,0.0219,0.992
5.764420366,0.8650,0.5523,0.0302,1.027
5.766899169,0.8855,0.5819,0.0424,1.060
5.769502294,0.9202,0.6092,0.0468,1.105
5.771974377,0.9457,0.6379,0.0507,1.142
5.774533961,0.9682,0.6602,0.0595,1.173
5.776489326,0.9863,0.6729,0.0678,1.196
5.77893917,1.0039,0.6889,0.0780,1.220
5.782027868,1.0210,0.6981,0.0848,1.240
5.784670212,1.0323,0.7059,0.0848,1.253
5.786492921,1.0425,0.7088,0.0805,1.263
5.78900964,1.0489,0.7078,0.0785,1.268
5.792341775,1.0601,0.7073,0.0692,1.276
5.795039067,1.0626,0.6991,0.0624,1.273
5.796785838,1.0631,0.6928,0.0453,1.270
5.799203651,1.0655,0.6860,0.0317,1.268
5.802049849,1.0655,0.6719,0.0263,1.260
5.804853131,1.0582,0.6510,0.0136,1.242
5.807511881,1.0552,0.6320,-0.0005,1.230
5.80992834,1.0435,0.6130,-0.0074,1.210
5.812461777,1.0308,0.5917,-0.0235,1.189
5.814500892,1.0156,0.5698,-0.0244,1.165
5.816960632,1.0034,0.5469,-0.0303,1.143
5.819443288,0.9775,0.5222,-0.0367,1.109
5.82269058,0.9613,0.5046,-0.0328,1.086
5.824656622,0.9369,0.4799,-0.0391,1.053
5.827070008,0.9193,0.4590,-0.0406,1.028
5.829563081,0.8982,0.4400,-0.0381,1.001
5.832505529,0.8772,0.4210,-0.0478,0.974
5.834774332,0.8582,0.4108,-0.0557,0.953
5.837213655,0.8391,0.3929,-0.0615,0.929
5.840375113,0.8200,0.3856,-0.0664,0.909
5.842545218,0.8005,0.3768,-0.0733,0.888
5.845605322,0.7818,0.3695,-0.0718,0.868
5.847967145,0.7637,0.3627,-0.0874,0.850
5.850419177,0.7579,0.3559,-0.0942,0.843
5.852969854,0.7383,0.3491,-0.0947,0.822
5.855386365,0.7369,0.3447,-0.0913,0.819
5.857504907,0.7334,0.3350,-0.0991,0.812
5.859939907,0.7271,0.3331,-0.0947,0.805
5.862704959,0.7305,0.3297,-0.0962,0.807
5.865118866,0.7300,0.3389,-0.0996,0.811
5.867495689,0.7222,0.3360,-0.0996,0.803
5.870053293,0.7232,0.3389,-0.0972,0.805
5.872585742,0.7271,0.3414,-0.0991,0.809
5.875299023,0.7168,0.3394,-0.0898,0.798
5.877724388,0.7178,0.3389,-0.0884,0.799
5.88012944,0.7109,0.3409,-0.0849,0.793
5.882789753,0.7129,0.3442,-0.0767,0.795
5.885826941,0.7144,0.3491,-0.0694,0.798
5.888402202,0.7105,0.3525,-0.0576,0.795
5.89091965,0.7134,0.3613,-0.0552,0.802
5.893437983,0.7193,0.3666,-0.0469,0.809
5.895479442,0.7334,0.3763,-0.0235,0.825
5.897940952,0.7510,0.3963,-0.0049,0.849
5.900578244,0.7623,0.4152,-0.0025,0.868
5.902925797,0.7730,0.4274,0.0038,0.883
5.905712516,0.7833,0.4419,0.0097,0.899
5.908037464,0.7838,0.4590,0.0122,0.908
5.910608037,0.7916,0.4823,0.0292,0.927
5.913040954,0.8205,0.5090,0.0161,0.966
5.915770173,0.8352,0.5382,0.0326,0.994
5.918171684,0.8630,0.5732,0.0488,1.037
5.921008871,0.8968,0.6019,0.0560,1.081
5.923969393,0.9256,0.6325,0.0555,1.122
5.926373768,0.9540,0.6592,0.0599,1.161
5.928848976,0.9809,0.6772,0.0692,1.194
5.931372883,1.0054,0.6952,0.0731,1.224
5.934004029,1.0235,0.7117,0.0795,1.249
5.935777362,1.0445,0.7224,0.0824,1.273
5.938568248,1.0587,0.7336,0.0829,1.291
5.941543873,1.0714,0.7341,0.0810,1.301
5.944357155,1.0821,0.7351,0.0771,1.310
5.946183822,1.0948,0.7351,0.0692,1.321
5.948442728,1.0983,0.7326,0.0546,1.321
5.951301739,1.0983,0.7268,0.0400,1.318
5.954079448,1.1017,0.7166,0.0200,1.314
5.95607575,1.1022,0.7059,0.0122,1.309
5.958826688,1.0997,0.6840,-0.0025,1.295
5.961376896,1.0841,0.6627,-0.0191,1.271
5.964291688,1.0738,0.6393,-0.0244,1.250
5.966758095,1.0582,0.6160,-0.0425,1.225
5.969609553,1.0401,0.5892,-0.0483,1.196
5.97190971,1.0161,0.5591,-0.0498,1.161
5.974493564,0.9941,0.5260,-0.0478,1.126
5.976274137,0.9647,0.5003,-0.0547,1.088
5.978879815,0.9437,0.4740,-0.0532,1.057
5.981887575,0.9129,0.4498,-0.0522,1.019
5.984602732,0.8831,0.4264,-0.0547,0.982
5.986404138,0.8640,0.4123,-0.0645,0.960
5.988960597,0.8396,0.4001,-0.0679,0.933
5.992063149,0.8200,0.3846,-0.0738,0.909
5.994683775,0.8024,0.3739,-0.0762,0.888
5.996598775,0.7828,0.3681,-0.0859,0.869
5.999194713,0.7637,0.3632,-0.0903,0.851
6.002379765,0.7501,0.3525,-0.0977,0.835
6.004814869,0.7413,0.3476,-0.0981,0.825
6.007251484,0.7334,0.3428,-0.0967,0.815
6.009858307,0.7241,0.3399,-0.0903,0.805
6.012298464,0.7158,0.3355,-0.0893,0.796
6.014329402,0.7139,0.3316,-0.0947,0.793
6.016779141,0.7095,0.3292,-0.0972,0.788
6.019398048,0.7090,0.3258,-0.0996,0.787
6.022041538,0.7095,0.3253,-0.0840,0.785
6.025103882,0.7129,0.3258,-0.0869,0.789
6.026860028,0.7134,0.3228,-0.0864,0.788
6.029391903,0.7109,0.3224,-0.0869,0.785
6.03232982,0.7075,0.3248,-0.0874,0.783
6.034978883,0.7119,0.3258,-0.0776,0.787
